login-login,name-name,first-first,last-last,prefix-prefix,domain-domain,login-name,name-login,first-last,last-first,login-prefix,prefix-login,domref-name,name-domref,domref-login,login-domref,first-freq-score,last-freq-score,prefix-freq-score,domain-freq-score,label
,0.14,0.0,0.0,0.3,1.0,,,0.14,0.0,,,,,,,1.2850972089384687,1.0,1.0,0.17992896226062674,0.0
,1.0,1.0,1.0,0.83,0.33,,,0.33,0.33,,,0.07,,,,1.0479516371446924,1.0479516371446924,3.321928094887362,0.3598579245212535,1.0
,1.0,1.0,1.0,0.25,1.0,,,0.43,0.43,,,0.21,0.21,,,0.38431089342012037,1.660964047443681,1.0,0.253404764971423,1.0
,1.0,1.0,1.0,1.0,1.0,,,0.2,0.2,,,,,,,1.0,1.660964047443681,1.0,0.2942959550338895,1.0
,1.0,1.0,1.0,0.5,0.56,,,0.0,0.0,,,,,,,0.38431089342012037,1.0479516371446924,1.0,0.3598579245212535,1.0
,1.0,1.0,1.0,0.54,0.33,,,0.14,0.14,,,0.29,0.07,,,0.8304820237218405,0.8304820237218405,1.660964047443681,0.8502741537276025,1.0
,1.0,1.0,1.0,0.56,0.25,,,0.12,0.12,,,0.24,0.12,,,1.0479516371446924,1.660964047443681,1.0,1.0,1.0
,1.0,1.0,1.0,0.23,0.55,,,0.1,0.1,,,0.14,,,,0.8304820237218405,1.0479516371446924,3.321928094887362,1.660964047443681,1.0
,1.0,1.0,1.0,1.0,0.33,,,0.14,0.14,,,0.07,0.29,,,0.8304820237218405,0.8304820237218405,1.660964047443681,0.8502741537276025,1.0
,1.0,1.0,1.0,1.0,1.0,,,0.14,0.14,,,,,,,0.8304820237218405,1.0,1.0,0.17992896226062674,1.0
,1.0,1.0,1.0,1.0,0.86,,,0.0,0.0,,,0.0,0.11,,,1.660964047443681,1.660964047443681,1.660964047443681,0.30520728144191867,1.0
,1.0,1.0,1.0,0.69,0.38,,,0.12,0.12,,,,0.0,,,0.42513707686380126,1.660964047443681,1.0,0.32468539543941816,1.0
,0.21,0.0,0.12,0.23,0.38,,,0.12,0.38,,,,0.36,,,0.7966397701969122,1.0,1.0,0.29453765849578917,0.0
,1.0,1.0,1.0,0.67,0.5,,,0.12,0.12,,,,,,,1.660964047443681,1.660964047443681,1.0,0.225142454761621,1.0
,0.17,0.3,0.12,0.11,1.0,,,0.1,0.14,,,0.19,0.17,,,2.095903274289385,1.0,1.0,0.23506129100191508,0.0
,1.0,1.0,1.0,,,,,0.0,0.0,,,0.0,,,,0.8304820237218405,0.6425486044692343,0.5947986391060673,0.3118348294100107,1.0
,1.0,1.0,1.0,0.14,0.19,,,0.08,0.08,,,0.19,0.75,,,0.5239758185723462,1.0479516371446924,1.0,3.321928094887362,1.0
,1.0,1.0,1.0,1.0,1.0,,0.07,0.12,0.12,,0.0,0.21,0.21,0.0,,1.0,1.0,1.0,0.23506129100191508,1.0
,1.0,1.0,1.0,,,,,0.08,0.08,,,0.75,,,,0.5239758185723462,1.0479516371446924,0.7245267751622539,0.7343611355735556,1.0
,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,,,,,,,1.660964047443681,1.660964047443681,1.0,0.17992896226062674,1.0
,1.0,1.0,1.0,0.0,0.33,,,0.0,0.0,,,,0.09,,,1.660964047443681,1.660964047443681,1.0,0.2957762153765198,1.0
,0.19,0.0,0.0,0.13,1.0,,,0.25,0.3,,,0.19,0.12,,,1.660964047443681,1.660964047443681,1.0,1.660964047443681,0.0
,1.0,1.0,1.0,1.0,1.0,,,0.12,0.12,,,0.19,0.19,,,0.8304820237218405,1.0,1.0,1.0,1.0
,0.07,0.0,0.1,0.08,0.09,,,0.14,0.1,,,,0.07,,,0.5495882679536371,1.0479516371446924,1.0,0.32468539543941816,0.0
,1.0,1.0,1.0,0.15,0.2,,,0.1,0.1,,,,0.13,,,0.4801262838945638,1.0479516371446924,1.0,0.3598579245212535,1.0
,1.0,1.0,1.0,1.0,0.21,,,0.0,0.0,,,0.2,,,,0.8304820237218405,1.0479516371446924,1.660964047443681,0.2180999182845727,1.0
,0.23,0.21,0.14,0.2,1.0,,,0.14,0.21,,,0.18,0.08,,,1.0,1.0,3.321928094887362,1.660964047443681,0.0
,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,,,,,,,0.5916473312274692,1.0,1.0,0.17992896226062674,1.0
,1.0,1.0,1.0,1.0,0.12,,,0.33,0.33,,,0.12,0.18,,,1.0479516371446924,1.660964047443681,1.660964047443681,0.5419766203817945,1.0
,1.0,1.0,1.0,0.55,0.12,,,0.17,0.17,,,0.42,0.08,,,0.6425486044692343,1.660964047443681,1.0,0.5419766203817945,1.0
,1.0,1.0,1.0,0.25,0.18,,,0.0,0.0,,,0.39,0.17,,,1.660964047443681,1.660964047443681,1.0,0.8725028695491559,1.0
,1.0,1.0,1.0,0.62,0.42,,,0.0,0.0,,,0.07,0.21,,,1.660964047443681,1.660964047443681,1.0,0.3175390356236005,1.0
,1.0,1.0,1.0,0.4,0.15,,,0.17,0.17,,,0.18,0.18,,,0.4152410118609203,1.660964047443681,3.321928094887362,0.577235974402372,1.0
,1.0,1.0,1.0,0.53,0.33,,,0.12,0.12,,,,,,,1.0479516371446924,1.0479516371446924,3.321928094887362,0.43458798967609363,1.0
,1.0,1.0,1.0,0.45,0.17,,,0.17,0.17,,,,0.17,,,1.660964047443681,1.0479516371446924,1.0,0.3598579245212535,1.0
,1.0,1.0,1.0,1.0,0.44,,,0.25,0.25,,,0.0,,,,1.0479516371446924,1.660964047443681,1.660964047443681,0.21626426139021224,1.0
,1.0,1.0,1.0,0.92,0.36,,,0.25,0.25,,,0.15,0.08,,,0.4152410118609203,1.0479516371446924,3.321928094887362,0.40863727932254507,1.0
,1.0,1.0,1.0,0.25,0.55,,,0.25,0.25,,,0.0,,,,0.42513707686380126,1.660964047443681,1.0,0.2957762153765198,1.0
,1.0,1.0,1.0,0.55,0.45,,,0.17,0.17,,,0.0,0.08,,,1.0479516371446924,0.46331420401456336,1.0,1.660964047443681,1.0
,1.0,1.0,1.0,0.64,0.5,,,0.17,0.17,,,0.08,0.08,,,1.0479516371446924,0.6425486044692343,1.0,0.26190173862487187,1.0
,0.19,0.25,0.17,0.05,0.33,,,0.25,0.12,,,0.14,,,,3.321928094887362,1.0,1.1073093649624541,2.095903274289385,0.0
,0.1,0.0,0.25,0.1,0.06,,,0.0,0.0,,,0.2,,,,3.321928094887362,1.0479516371446924,1.0,0.3071257102068235,0.0
,1.0,1.0,1.0,0.38,0.42,,,0.29,0.29,,,0.14,0.14,,,0.8304820237218405,1.660964047443681,1.0,0.3175390356236005,1.0
,1.0,1.0,1.0,0.2,0.18,,,0.14,0.14,,,0.07,0.07,,,0.5916473312274692,1.0479516371446924,3.321928094887362,0.6986344247631282,1.0
,1.0,1.0,1.0,1.0,0.31,,,0.14,0.14,,,0.08,0.08,,,0.38431089342012037,1.660964047443681,1.660964047443681,0.4917814092127232,1.0
,1.0,1.0,1.0,0.17,0.44,,,0.17,0.17,,,0.15,0.46,,,1.0479516371446924,1.0479516371446924,3.321928094887362,1.0,1.0
,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,,,0.0,0.0,,,1.660964047443681,1.0,1.0,0.27098831019089725,1.0
,1.0,1.0,1.0,0.0,0.38,,,0.0,0.0,,,0.09,,,,1.660964047443681,1.660964047443681,1.0,0.22166715624340086,1.0
,1.0,1.0,1.0,0.73,0.25,,,0.14,0.14,,,0.12,0.08,,,0.3724609298866735,0.8304820237218405,2.095903274289385,0.577235974402372,1.0
,1.0,1.0,1.0,0.73,0.31,,,0.14,0.14,,,0.08,0.0,,,0.3724609298866735,0.8304820237218405,2.095903274289385,0.2591010166018948,1.0
,1.0,1.0,1.0,0.54,0.42,,,0.14,0.14,,,0.29,0.14,,,0.8304820237218405,0.8304820237218405,1.660964047443681,0.3175390356236005,1.0
,0.19,0.25,0.17,0.16,0.33,,,0.12,0.25,,,,,,,3.321928094887362,1.660964047443681,1.0,0.3071257102068235,0.0
,1.0,1.0,1.0,0.54,0.5,,,0.12,0.12,,,,0.14,,,0.5,1.0479516371446924,3.321928094887362,0.20383290366513956,1.0
,0.23,0.29,0.0,0.17,1.0,,,0.14,0.0,,,,,,,0.4659554245485504,1.0,1.0,0.30070524430748996,0.0
,0.33,0.17,0.12,0.27,0.33,,,0.0,0.33,,,0.27,,,,1.0,1.0,1.0,0.2875344216233421,0.0
,0.27,0.29,0.25,0.18,0.4,,,0.17,0.29,,,0.27,,,,1.0,1.0,1.0,0.21043760745071274,0.0
,1.0,1.0,1.0,1.0,0.38,,,0.2,0.2,,,,0.2,,,0.3724609298866735,1.0479516371446924,1.660964047443681,0.22166715624340086,1.0
,1.0,1.0,1.0,1.0,0.57,,,0.1,0.1,,,0.0,,,,0.46331420401456336,1.660964047443681,1.660964047443681,0.4659554245485504,1.0
,0.17,0.0,0.0,0.12,0.18,,,0.2,0.0,,,0.15,,,,1.660964047443681,0.8304820237218405,3.321928094887362,0.588591910067779,0.0
,1.0,1.0,1.0,1.0,1.0,,,0.14,0.14,,,0.08,0.08,,,1.660964047443681,1.0,1.0,0.8304820237218405,1.0
,1.0,1.0,1.0,1.0,0.86,,,0.0,0.0,,,0.0,0.08,,,0.3724609298866735,1.660964047443681,1.660964047443681,0.30520728144191867,1.0
,0.14,0.0,0.14,0.08,0.36,,,0.0,0.14,,,,,,,0.7686217868402407,1.0,1.0,0.235778296984343,0.0
,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,,,,,,,1.0,1.0,1.0,0.17992896226062674,1.0
,1.0,1.0,1.0,0.23,0.44,,,0.1,0.1,,,,0.14,,,0.8304820237218405,1.0479516371446924,3.321928094887362,1.660964047443681,1.0
,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,,,0.09,0.09,,,1.0479516371446924,0.7153382790366964,1.0,0.27098831019089725,1.0
,0.18,0.17,0.2,0.11,1.0,,,0.0,0.17,,,0.18,0.1,,,0.7686217868402407,1.0,1.0,0.253404764971423,0.0
,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,,,0.09,0.09,,,1.660964047443681,1.660964047443681,1.0,0.8304820237218405,1.0
,0.44,0.17,0.56,0.5,1.0,,,0.0,0.0,,,0.13,0.25,,,0.5044718317717921,1.660964047443681,1.0,0.23506129100191508,0.0
,1.0,1.0,1.0,1.0,1.0,,,0.22,0.22,,,0.07,0.07,,,1.0479516371446924,1.0479516371446924,1.660964047443681,1.0479516371446924,1.0
,1.0,1.0,1.0,0.23,0.36,,,0.14,0.14,,,0.5,0.07,,,0.6425486044692343,1.0479516371446924,1.0,1.1073093649624541,1.0
,0.07,0.0,0.2,0.0,0.14,,,0.3,0.0,,,,0.14,,,0.4947582101588187,1.0,2.095903274289385,0.3598579245212535,0.0
,1.0,1.0,1.0,0.69,0.33,,,0.12,0.12,,,,0.21,,,0.42513707686380126,1.660964047443681,1.0,0.3598579245212535,1.0
,0.27,0.33,0.12,0.0,0.09,,,0.12,0.29,,,,0.08,,,0.7686217868402407,1.660964047443681,1.1073093649624541,0.3598579245212535,0.0
,1.0,1.0,1.0,0.08,0.08,,,0.12,0.12,,,0.07,0.57,,,0.31425499492094006,1.660964047443681,1.0,0.9266284080291267,1.0
,1.0,1.0,1.0,,,,,0.0,0.0,,,0.17,,,,1.0479516371446924,0.8304820237218405,0.7245267751622539,0.42341881428904443,1.0
,1.0,1.0,1.0,0.5,0.4,,,0.25,0.25,,,,0.0,,,1.660964047443681,0.7153382790366964,1.0,0.4509615515410183,1.0
,1.0,1.0,1.0,0.92,0.36,,,0.17,0.17,,,0.08,,,,1.0479516371446924,0.46331420401456336,1.0,0.8304820237218405,1.0
,0.2,0.0,0.0,0.07,0.43,,,0.12,0.17,,,,0.0,,,1.2850972089384687,1.0,1.0,0.6769924925288455,0.0
,0.18,0.0,0.17,0.1,0.38,,,0.17,0.2,,,,0.11,,,1.0,1.0,1.0,0.34382160936333256,0.0
,0.19,0.14,0.0,0.17,1.0,,,0.14,0.12,,,,,,,1.0,1.0,1.0,0.34190418799694455,0.0
,0.18,0.0,0.0,0.08,0.21,,,0.0,0.25,,,0.07,,,,1.0479516371446924,0.8304820237218405,1.0,0.3598579245212535,0.0
,1.0,1.0,1.0,1.0,1.0,,,0.12,0.12,,,0.0,0.0,,,1.0479516371446924,1.0,1.0,1.660964047443681,1.0
,0.13,0.0,0.12,0.21,0.36,,,0.25,0.25,,,0.07,,,,2.095903274289385,1.660964047443681,1.0,0.32468539543941816,0.0
,0.08,0.25,0.2,0.15,1.0,,,0.17,0.12,,,,,,,3.321928094887362,1.0,1.0,0.34190418799694455,0.0
,1.0,1.0,1.0,0.0,0.31,,,0.12,0.12,,,0.07,,,,1.660964047443681,1.660964047443681,1.0,0.3598579245212535,1.0
,0.25,0.11,0.17,0.23,1.0,,,0.22,0.29,,,,,,,1.0,1.0,1.0,0.34190418799694455,0.0
,0.19,0.17,0.0,0.1,1.0,,,0.17,0.11,,,,,,,1.0,1.0,1.0,0.34190418799694455,0.0
,1.0,1.0,1.0,0.42,0.58,,,0.17,0.17,,,0.23,,,,0.6425486044692343,1.660964047443681,1.0,0.3664124657392245,1.0
,1.0,1.0,1.0,0.42,0.67,,,0.43,0.43,,,,,,,1.660964047443681,1.0479516371446924,1.0,0.32468539543941816,1.0
,1.0,1.0,1.0,1.0,0.38,,,0.33,0.33,,,,0.18,,,1.660964047443681,1.0479516371446924,1.660964047443681,0.5947986391060673,1.0
,0.33,0.5,0.12,0.19,0.67,,,0.12,0.29,,,,,,,3.321928094887362,0.5916473312274692,1.0,0.32468539543941816,0.0
,0.2,0.23,0.0,0.11,0.8,,,0.14,0.15,,,0.2,0.09,,,1.2850972089384687,1.660964047443681,3.321928094887362,0.45258800841731317,0.0
,1.0,1.0,1.0,0.09,0.56,,,0.17,0.17,,,,,,,1.0479516371446924,0.8304820237218405,1.0,0.2208937915522304,1.0
,1.0,1.0,1.0,0.22,0.54,,,0.2,0.2,,,,0.3,,,0.8304820237218405,0.7153382790366964,1.0,0.4434053967922575,1.0
,0.12,0.12,0.0,0.07,1.0,,,0.25,0.14,,,0.21,0.12,,,1.430676558073393,1.0,1.0,0.288617987201186,0.0
,1.0,1.0,1.0,0.15,0.08,,,0.0,0.0,,,0.14,0.14,,,1.660964047443681,1.660964047443681,1.0,0.8502741537276025,1.0
,1.0,1.0,1.0,1.0,1.0,,,0.6,0.6,,,0.0,0.0,,,0.8304820237218405,0.7153382790366964,1.0,0.46331420401456336,1.0
,1.0,1.0,1.0,0.12,0.08,,,0.14,0.14,,,0.54,0.08,,,0.8304820237218405,0.8304820237218405,3.321928094887362,0.47012258200383017,1.0
,1.0,1.0,1.0,0.5,0.08,,,0.0,0.0,,,0.0,0.15,,,1.660964047443681,1.660964047443681,1.0,0.3839912433160672,1.0
,1.0,1.0,1.0,1.0,0.2,,,0.22,0.22,,,0.07,0.13,,,1.0479516371446924,1.0479516371446924,1.660964047443681,0.6769924925288455,1.0
,1.0,1.0,1.0,1.0,1.0,,,0.14,0.14,,,0.0,0.0,,,1.0479516371446924,1.0479516371446924,1.0,1.0479516371446924,1.0
,1.0,1.0,1.0,0.17,1.0,,,0.14,0.14,,,0.0,0.0,,,1.0479516371446924,1.0479516371446924,1.660964047443681,1.0479516371446924,1.0
,1.0,1.0,1.0,0.62,0.28,,,0.12,0.12,,,0.07,0.21,,,0.3724609298866735,1.0479516371446924,3.321928094887362,1.0479516371446924,1.0
,0.13,0.17,0.0,0.11,1.0,,,0.12,0.12,,,0.2,0.14,,,0.6769924925288455,1.0,1.0,0.23506129100191508,0.0
,1.0,1.0,1.0,0.54,0.08,,,0.12,0.12,,,0.14,0.07,,,0.5,1.0479516371446924,3.321928094887362,0.3839912433160672,1.0
,0.25,0.0,0.29,0.2,0.23,,,0.14,0.17,,,0.27,0.17,,,1.1073093649624541,1.660964047443681,1.0,0.577235974402372,0.0
,1.0,1.0,1.0,1.0,0.45,,,0.0,0.0,,,0.3,0.1,,,1.660964047443681,1.660964047443681,1.660964047443681,0.506809529942846,1.0
,0.2,0.12,0.0,0.14,0.56,,,0.12,0.29,,,,,,,3.321928094887362,1.660964047443681,3.321928094887362,0.2208937915522304,0.0
,0.08,0.0,0.0,0.0,1.0,,,0.17,0.2,,,0.18,0.08,,,0.4458239130565268,1.660964047443681,1.0,0.23506129100191508,0.0
,0.5,0.89,0.11,0.2,1.0,,,0.12,0.0,,,0.11,0.17,,,0.7686217868402407,1.0,1.0,0.23506129100191508,0.0
,0.08,0.14,0.17,0.0,1.0,,,0.0,0.0,,,,,,,1.0,1.0,1.0,0.2942959550338895,0.0
,1.0,1.0,1.0,1.0,0.36,,,0.12,0.12,,,0.21,0.07,,,0.3724609298866735,1.0479516371446924,1.660964047443681,1.0,1.0
,0.19,0.0,0.31,0.15,0.5,,,0.44,0.08,,,,,,,0.6285099898418801,1.0,1.0,0.281133755571806,0.0
,0.24,0.14,0.23,0.2,0.8,,,0.0,0.15,,,,,,,1.0,1.0,1.0,0.4096834279275632,0.0
,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,,,,,,,0.38431089342012037,1.0,1.0,1.0,1.0
,1.0,1.0,1.0,0.43,0.13,,,0.4,0.4,,,,0.18,,,1.660964047443681,0.8304820237218405,1.0,0.3598579245212535,1.0
,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,,,,,,,0.8304820237218405,1.0,1.0,0.28601042466596566,1.0
,1.0,1.0,1.0,1.0,0.08,,,0.38,0.38,,,,0.2,,,1.660964047443681,1.660964047443681,1.660964047443681,1.430676558073393,1.0
,1.0,1.0,1.0,0.78,1.0,,,0.0,0.0,,,0.12,0.12,,,0.8304820237218405,1.660964047443681,1.0,1.0479516371446924,1.0
,1.0,1.0,1.0,1.0,0.38,,,0.11,0.11,,,0.15,,,,1.0479516371446924,1.660964047443681,1.660964047443681,0.7153382790366964,1.0
,0.1,0.0,0.0,0.11,0.4,,,0.0,0.25,,,,0.25,,,1.0,0.5,1.0,0.5092199809343437,0.0
,0.15,0.0,0.17,0.21,0.5,,,0.12,0.08,,,,0.2,,,3.321928094887362,1.0,1.0,0.20383290366513956,0.0
,1.0,1.0,1.0,0.11,0.11,,,0.0,0.0,,,,0.0,,,0.43625143477457795,1.660964047443681,1.1832946624549383,0.3598579245212535,1.0
,1.0,1.0,1.0,1.0,0.44,,,0.45,0.45,,,,,,,1.660964047443681,1.660964047443681,1.660964047443681,0.24788387871712217,1.0
,1.0,1.0,1.0,0.76,0.45,,,0.0,0.0,,,,0.14,,,0.7153382790366964,1.660964047443681,1.0,0.2759402828481802,1.0
,1.0,1.0,1.0,1.0,1.0,,,0.17,0.17,,,,,,,0.3724609298866735,1.0479516371446924,1.0,0.17992896226062674,1.0
,1.0,1.0,1.0,0.33,0.13,,,0.14,0.14,,,0.1,0.15,,,0.8304820237218405,1.660964047443681,1.0,0.36346730455379295,1.0
,1.0,1.0,1.0,1.0,0.45,,,0.25,0.25,,,0.08,0.31,,,0.4152410118609203,1.0479516371446924,1.660964047443681,0.4659554245485504,1.0
,0.13,0.33,0.0,0.13,0.12,,,0.0,0.12,,,,0.27,,,1.0,1.0,1.0,0.3598579245212535,0.0
,0.25,0.0,0.08,0.21,1.0,,,0.25,0.14,,,,,,,2.095903274289385,1.0,1.0,0.28601042466596566,0.0
,0.27,0.17,0.25,0.21,1.0,,,0.12,0.29,,,,,,,1.430676558073393,1.0,1.0,0.28601042466596566,0.0
,1.0,1.0,1.0,0.2,1.0,,,0.09,0.09,,,,,,,1.660964047443681,1.0479516371446924,1.0,0.17992896226062674,1.0
,0.45,0.14,0.58,0.42,1.0,,,0.22,0.08,,,,,,,1.0,1.0479516371446924,1.0,0.28601042466596566,0.0
,1.0,1.0,1.0,1.0,0.4,,,0.2,0.2,,,0.11,,,,0.5239758185723462,1.660964047443681,1.660964047443681,0.2750361498020089,1.0
,0.19,0.33,0.2,0.13,1.0,,,0.3,0.25,,,,,,,1.430676558073393,1.0,1.0,0.28601042466596566,0.0
,1.0,1.0,1.0,1.0,1.0,,,0.14,0.14,,,0.0,0.0,,,0.5916473312274692,1.0,1.0,0.27098831019089725,1.0
,0.18,0.0,0.17,0.15,1.0,,,0.0,0.0,,,0.18,0.09,,,0.9602525677891276,1.0,1.0,0.23506129100191508,0.0
,0.29,0.33,0.14,0.12,1.0,,,0.14,0.0,,,,,,,1.1073093649624541,1.0,1.0,0.2942959550338895,0.0
,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,,,,,,,0.3724609298866735,0.8304820237218405,1.0,0.2942959550338895,1.0
,0.07,0.14,0.11,0.2,0.44,,,0.17,0.11,,,,,,,1.1073093649624541,1.0479516371446924,1.0,0.2233217355547004,0.0
,1.0,1.0,1.0,0.27,0.54,,,0.2,0.2,,,0.0,,,,0.8304820237218405,1.660964047443681,1.0,0.4434053967922575,1.0
,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,,,0.08,0.08,,,1.0,1.0,1.0,0.27098831019089725,1.0
,1.0,1.0,1.0,1.0,0.44,,,0.29,0.29,,,,,,,1.660964047443681,1.660964047443681,1.660964047443681,0.24788387871712217,1.0
,1.0,1.0,1.0,1.0,1.0,,,0.15,0.15,,,0.16,0.16,,,1.0,1.0,1.0,0.42513707686380126,1.0
,1.0,1.0,1.0,0.17,0.08,,,0.14,0.14,,,0.08,0.08,,,0.6425486044692343,1.0479516371446924,1.0,0.4917814092127232,1.0
,0.23,0.2,0.14,0.25,1.0,,,0.29,0.4,,,,,,,0.5142756036464037,0.8304820237218405,1.0,0.2942959550338895,0.0
,0.25,0.33,0.11,0.0,0.31,,,0.11,0.0,,,,0.08,,,1.430676558073393,1.0,1.0,0.3071257102068235,0.0
,0.1,0.17,0.25,0.17,1.0,,,0.2,0.0,,,,,,,3.321928094887362,1.0,1.0,0.30070524430748996,0.0
,0.31,0.17,0.11,0.18,0.38,,,0.33,0.22,,,0.25,,,,1.0,1.0,1.0,0.2759402828481802,0.0
,0.2,0.0,0.14,0.0,0.44,,,0.0,0.29,,,,,,,3.321928094887362,1.0,1.0,0.2233217355547004,0.0
,0.28,0.0,0.1,0.0,0.1,,,0.2,0.29,,,0.11,0.08,,,1.2850972089384687,1.0,1.0,0.506809529942846,0.0
,0.07,0.17,0.0,0.17,1.0,,,0.22,0.2,,,0.07,0.09,,,0.9266284080291267,1.660964047443681,1.0,0.4152410118609203,0.0
,1.0,1.0,1.0,0.12,0.25,,,0.0,0.0,,,0.15,,,,0.4801262838945638,1.660964047443681,1.0,0.41183875065716125,1.0
,1.0,1.0,1.0,1.0,1.0,,,0.33,0.33,,,0.08,0.08,,,0.7153382790366964,1.0,1.0,0.27098831019089725,1.0
,0.17,0.43,0.3,0.25,1.0,,,0.1,0.0,,,0.11,0.08,,,1.0,1.0,1.0,1.0479516371446924,0.0
,0.17,0.11,0.12,0.11,1.0,,,0.22,0.12,,,0.15,0.17,,,0.5,1.0,1.0,0.23506129100191508,0.0
,1.0,1.0,1.0,1.0,0.69,,,0.33,0.33,,,0.56,0.56,,,1.660964047443681,1.660964047443681,1.660964047443681,1.0,1.0
,0.27,0.17,0.25,0.25,1.0,,,0.12,0.17,,,0.13,0.25,,,1.2850972089384687,1.0,1.0,0.253404764971423,0.0
,1.0,1.0,1.0,0.14,0.43,,,0.0,0.0,,,0.91,0.18,,,1.660964047443681,1.660964047443681,1.0,0.506809529942846,1.0
,1.0,1.0,1.0,1.0,1.0,,,0.2,0.2,,,0.2,0.2,,,0.31425499492094006,1.0,1.0,0.253404764971423,1.0
,0.12,0.25,0.17,0.0,1.0,,,0.12,0.0,,,0.06,0.13,,,1.2850972089384687,1.0,1.0,0.253404764971423,0.0
,1.0,1.0,1.0,1.0,1.0,,,0.2,0.2,,,0.2,0.2,,,0.31425499492094006,1.0,1.0,0.253404764971423,1.0
,0.06,0.22,0.2,0.12,0.14,,,0.0,0.0,,,,0.25,,,0.9602525677891276,1.0,1.0,0.3598579245212535,0.0
,1.0,1.0,1.0,0.44,0.28,,,0.0,0.0,,,0.2,,,,0.5,1.660964047443681,1.0,1.0479516371446924,1.0
,1.0,1.0,1.0,1.0,1.0,,,0.4,0.4,,,0.07,0.07,,,1.660964047443681,1.0479516371446924,1.660964047443681,1.0,1.0
,0.12,0.12,0.0,0.0,1.0,,,0.0,0.0,,,,,,,1.2850972089384687,1.0479516371446924,1.0,0.17992896226062674,0.0
,1.0,1.0,1.0,0.89,0.11,,,0.0,0.0,,,0.12,0.12,,,0.5,1.660964047443681,1.0,1.0479516371446924,1.0
,1.0,1.0,1.0,1.0,0.21,,,0.4,0.4,,,0.07,0.07,,,1.660964047443681,1.0479516371446924,1.660964047443681,1.0,1.0
,0.08,0.0,0.12,0.12,1.0,,,0.0,0.0,,,,,,,0.8304820237218405,1.0,1.0,0.30070524430748996,0.0
,0.08,0.0,0.14,0.0,0.42,,,0.0,0.17,,,0.15,0.2,,,1.0,1.0,1.0,0.506809529942846,0.0
,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,,,0.06,0.06,,,0.6425486044692343,1.0,1.0,0.253404764971423,1.0
,1.0,1.0,1.0,1.0,1.0,,,0.14,0.14,,,,,,,0.8304820237218405,1.0,1.0,0.17992896226062674,1.0
,1.0,1.0,1.0,0.67,0.31,,,0.14,0.14,,,0.08,0.23,,,0.8304820237218405,0.8304820237218405,3.321928094887362,0.2591010166018948,1.0
,0.25,0.17,0.43,0.12,0.3,,,0.14,0.0,,,0.25,0.27,,,1.0,1.0,1.0,0.506809529942846,0.0
,0.1,0.0,0.25,0.1,0.44,,,0.0,0.0,,,,,,,3.321928094887362,1.0479516371446924,1.0,0.3598579245212535,0.0
,1.0,1.0,1.0,0.62,0.42,,,0.0,0.0,,,0.07,0.21,,,1.660964047443681,1.660964047443681,1.0,0.3175390356236005,1.0
,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,,,,,,,1.0,1.0,1.0,0.17992896226062674,1.0
,0.29,0.17,0.0,0.0,0.1,,,0.5,0.0,,,0.2,0.07,,,0.756304195516401,1.0479516371446924,3.321928094887362,0.577235974402372,0.0
,0.18,0.14,0.11,0.11,0.33,,,0.11,0.0,,,0.18,,,,1.2850972089384687,1.0,2.095903274289385,0.3598579245212535,0.0
,1.0,1.0,1.0,1.0,0.12,,,0.0,0.0,,,0.0,0.23,,,0.6425486044692343,1.660964047443681,1.0479516371446924,1.0,1.0
,0.11,0.0,0.08,0.11,0.29,,,0.1,0.0,,,0.06,0.0,,,3.321928094887362,1.0,1.0,0.4659554245485504,0.0
,0.07,0.0,0.1,0.08,0.23,,,0.1,0.14,,,0.33,0.08,,,0.5495882679536371,1.0479516371446924,1.0,0.577235974402372,0.0
,1.0,1.0,1.0,0.08,0.38,,,0.14,0.14,,,0.08,,,,0.6425486044692343,1.0479516371446924,1.0,0.29453765849578917,1.0
,1.0,1.0,1.0,0.33,0.3,,,0.2,0.2,,,0.11,0.56,,,0.43625143477457795,1.660964047443681,2.095903274289385,0.506809529942846,0.0
,1.0,1.0,1.0,0.75,1.0,,,0.12,0.12,,,,,,,0.6425486044692343,1.660964047443681,1.0,0.30070524430748996,1.0
,1.0,1.0,1.0,1.0,1.0,,,0.0,0.0,,,0.08,0.08,,,0.38431089342012037,1.660964047443681,1.660964047443681,0.288617987201186,1.0
,1.0,1.0,1.0,1.0,0.38,,,0.12,0.12,,,0.18,,,,1.660964047443681,0.5916473312274692,1.660964047443681,0.22166715624340086,1.0
,1.0,1.0,1.0,1.0,1.0,,,0.14,0.14,,,,,,,0.8304820237218405,1.660964047443681,1.0,0.7153382790366964,1.0
,0.05,0.0,0.1,0.09,0.42,,,0.0,0.0,,,,0.29,,,1.1073093649624541,1.0,1.0,0.35384767559737584,0.0
